rebalance_on,codneg,nomres,codcvm,doc_env,per_fim,shares_outstanding,net_debt,ebit,roic,market_cap,enterprise_value,earnings_yield,rank_final
2020-04-09,POSI3,POSITIVO TEC,20362,2020-03-04 21:02:21,2019-12-31,87.8,251.4099999999999,98.855,0.0897698800899841,305.544,556.954,0.17749221659239364,18
2020-04-09,ENAT3,ENAUTA PART,22365,2020-03-11 23:58:51,2019-12-31,265.806905,-1452.367,210.224,0.0889881552516335,2700.5981548,1248.2311548,0.16841752362260456,19
2020-04-09,VULC3,VULCABRAS,11762,2020-03-02 19:31:15,2019-12-31,245.756,-19.111,141.764,0.1003002008914693,1039.54788,1020.4368800000001,0.138924810322418,20
2020-04-09,ARZZ3,AREZZO CO,22349,2020-03-04 18:38:54,2019-12-31,90.954,-96.89899999999996,223.102,0.2508647452377423,3449.8852199999997,3352.98622,0.0665382991046113,21
2020-04-09,LOGN3,LOG-IN,20710,2020-03-17 19:38:33,2019-12-31,104.199191,593.1109999999999,172.483,0.1293109664462616,1340.0015962599998,1933.1125962599997,0.08922553209456269,22
2020-04-09,ODPV3,ODONTOPREV,20125,2020-03-27 17:15:35,2019-12-31,531.294792,-544.277,386.324,0.4634607163111284,7459.37887968,6915.10187968,0.05586671125341068,23
2020-04-09,MYPK3,IOCHP-MAXION,11932,2020-03-05 18:21:10,2019-12-31,153.72,2415.446,676.255,0.0807785925507784,1730.8872,4146.3332,0.1630971191606116,24
2020-04-09,TUPY3,TUPY,6343,2020-03-03 18:28:00,2019-12-31,144.178,643.951,356.591,0.0813472567817878,1810.87568,2454.82668,0.14526117175816258,25
2020-04-09,FLRY3,FLEURY,21881,2020-02-19 19:58:12,2019-12-31,316.74446,752.1460000000001,560.179,0.1680342233059349,6882.8571158,7635.0031158,0.07336984563120301,26
2020-04-09,LCAM3,LOCAMERICA,22691,2020-03-12 22:51:59,2019-12-31,508.729411,2659.171,798.825,0.117286131270273,6501.56187258,9160.73287258,0.08720099266195735,27
2020-04-09,SLCE3,SLC AGRICOLA,20745,2020-03-26 16:12:12,2019-12-31,190.595,974.997,558.712,0.0981477995724348,3874.7963499999996,4849.79335,0.11520325912443259,28
2020-04-09,LREN3,LOJAS RENNER,8133,2020-02-06 20:43:20,2019-12-31,795.558,272.72699999999986,1643.654,0.2414052894963121,29809.558259999998,30082.285259999997,0.05463860161533486,29
2020-04-09,MTRE3,MITRE REALTY,24902,2020-03-31 00:06:06,2019-12-31,56.1,87.45100000000002,42.19,0.2101714104567171,590.172,677.623,0.06226175911974652,30
2021-04-12,INTB3,INTELBRAS,25453,2021-04-07 12:23:04,2020-12-31,28.161111,-252.617,386.374,0.4330965915363307,613.34899758,360.73199758,1.0710832490381266,1
2021-04-12,MRFG3,MARFRIG,20788,2021-04-08 18:08:50,2020-12-31,711.369913,15742.128,7853.862,0.3321437689974862,12932.70501834,28674.833018340003,0.27389390532725283,2
2021-04-12,LAVV3,LAVVI,25062,2021-03-18 17:52:55,2020-12-31,214.628652,-862.967,118.836,0.7453152528199327,1581.81316524,718.84616524,0.16531492514858784,3
2021-04-12,TASA4,TAURUS ARMAS,6173,2021-03-19 00:03:01,2020-12-31,96.129483,675.178,434.323,0.7001890110749057,2212.9006986599998,2888.0786986599996,0.15038475239664195,4
2021-04-12,CYRE3,CYRELA REALT,14460,2021-03-18 17:20:56,2020-12-31,399.743,861.104,2204.877,0.2304507493115626,10157.46963,11018.573629999999,0.20010548316315968,5
2021-04-12,SMLS3,SMILES,24252,2021-03-08 22:42:32,2020-12-31,124.158953,-735.1479999999999,210.253,4.416517504774018,2664.45113138,1929.30313138,0.10897872738619843,6
2021-04-12,POSI3,POSITIVO TEC,20362,2021-03-17 17:19:12,2020-12-31,141.8,218.77199999999996,277.676,0.233073501021236,1290.38,1509.152,0.18399472021373592,7
2021-04-12,RAPT4,RANDON PART,14109,2021-03-11 19:59:12,2020-12-31,345.776,1144.699,1014.44,0.2186828670814757,4871.98384,6016.6828399999995,0.16860453292565444,8
2021-04-12,SEER3,SER EDUCA,23221,2021-03-26 00:46:01,2020-12-31,128.72156,-90.05100000000004,313.194,0.1745545653912378,1722.2944728000002,1632.2434728000003,0.19187946235909123,9
2021-04-12,BEEF3,MINERVA,20931,2021-02-25 19:55:11,2020-12-31,548.426499,5180.609,1793.773,0.206743317808101,6120.4397288400005,11301.04872884,0.15872624240813465,10
2021-04-12,PLPL3,PLANOEPLANO,25070,2021-03-25 18:12:41,2020-12-31,204.256,86.46600000000001,150.509,0.5600208592899948,1427.74944,1514.21544,0.09939734863620199,11
2021-04-12,JBSS3,JBS,20575,2021-03-24 19:20:51,2020-12-31,2623.373646,46226.962,20503.095,0.1792890493516989,84210.29403660001,130437.25603660001,0.15718741426335234,12
2021-04-12,ALLD3,ALLIED,25330,2021-03-01 19:30:34,2020-12-31,80.415,61.05199999999997,270.385,0.1514759333232606,1411.2832500000002,1472.33525,0.18364363686870908,13
2021-04-12,ODPV3,ODONTOPREV,20125,2021-03-04 18:14:30,2020-12-31,531.294792,-736.846,514.863,0.5938484418471347,7076.8466294400005,6340.000629440001,0.0812086670164064,14
2021-04-12,CURY3,CURY S/A,25100,2021-03-22 18:42:16,2020-12-31,291.875088,-154.19500000000005,225.022,0.4414556803995005,2936.2633852800004,2782.0683852800003,0.08088298662628048,15
2021-04-12,JHSF3,JHSF PART,20605,2021-02-18 18:11:19,2020-12-31,684.810641,525.9170000000001,816.171,0.1445701498457742,4677.25667803,5203.173678030001,0.1568602261819972,16
2021-04-12,VALE3,VALE,4170,2021-02-25 21:17:09,2020-12-31,5284.474,8003.528999999995,52067.618,0.1834100794208668,545304.87206,553308.40106,0.09410234491334583,17
2021-04-12,TEND3,TENDA,21148,2021-03-11 19:14:53,2020-12-31,104.344,-148.33699999999976,264.648,0.151661666780991,2869.46,2721.1230000000005,0.09725690459416939,18
2021-04-12,TRIS3,TRISUL,21130,2021-03-10 18:04:27,2020-12-31,186.618,62.529,199.096,0.1443388647170799,1869.9123599999998,1932.4413599999998,0.10302822332471709,19
2021-04-12,GOAU4,GERDAU MET,8656,2021-02-24 08:18:57,2020-12-31,1087.243204,8402.537999999999,5186.31,0.0925564385147141,15090.935671520003,23493.47367152,0.2207553498692325,20
2021-04-12,LOGN3,LOG-IN,20710,2021-03-09 18:00:19,2020-12-31,105.489191,680.4320000000001,192.76,0.1397796866038644,1638.24713623,2318.67913623,0.0831335379648145,21
2021-04-12,PCAR3,P.ACUCAR-CBD,14826,2021-02-23 20:49:46,2020-12-31,268.352,440.0,2629.0,0.0876864766525166,9700.924799999999,10140.924799999999,0.25924657285694497,22
2021-04-12,USIM5,USIMINAS,14320,2021-02-12 07:57:07,2020-12-31,1253.079108,1100.2579999999998,2928.465,0.103077674471266,24272.14232196,25372.400321959998,0.11541931243554408,23
2021-04-12,LJQQ3,QUERO-QUERO,25038,2021-03-03 18:25:46,2020-12-31,187.29,-131.23000000000002,153.568,0.4794936110020389,3064.0643999999998,2932.8343999999997,0.05236163351057258,24
2021-04-12,FRAS3,FRAS-LE,6211,2021-03-04 10:11:31,2020-12-31,217.566,461.47,239.98,0.1652632380729785,2856.64158,3318.11158,0.07232427066241094,25
2021-04-12,KEPL3,KEPLER WEBER,7870,2021-02-24 19:59:12,2020-12-31,26.312,-264.3179999999999,80.425,0.1231217613575739,1202.19528,937.8772799999999,0.08575215725451842,26
2021-04-12,PARD3,IHPARDINI,24090,2021-03-24 17:20:25,2020-12-31,130.979,151.628,200.259,0.1655860365998037,2686.3792900000003,2838.0072900000005,0.0705632436906108,27
2021-04-12,RANI3,IRANI,2429,2021-02-26 08:01:05,2020-12-31,256.72,242.015,165.515,0.1025905932867148,1435.0648,1677.0798,0.09869238184134112,28
2021-04-12,TESA3,TERRA SANTA,20354,2021-03-10 21:25:50,2020-12-31,21.779,1015.131,248.398,0.0951826985601486,930.83446,1945.96546,0.12764769216407368,29
2021-04-12,MTRE3,MITRE REALTY,24902,2021-03-15 18:34:49,2020-12-31,105.77482,-720.95,38.067,0.1666327532233246,1354.9754442,634.0254442,0.06004017716991175,30
2022-04-11,BRKM5,BRASKEM,4820,2022-03-16 19:43:41,2021-12-31,797.207834,22861.694,26043.547,0.836141927854492,36137.43111522,58999.12511522,0.44142259650697,1
2022-04-11,ENAT3,ENAUTA PART,22365,2022-03-17 21:43:45,2021-12-31,265.806905,-2248.785,2114.632,0.7647419512505178,5778.642114699999,3529.8571146999993,0.5990701411662442,2
2022-04-11,USIM5,USIMINAS,14320,2022-02-11 07:52:46,2021-12-31,1253.079108,-723.9719999999998,11490.462,0.4227630715467375,16227.374448599998,15503.402448599998,0.7411574354787921,3
2022-04-11,CMIN3,CSNMINERACAO,25585,2022-03-09 20:33:03,2021-12-31,5485.838838,-6220.762999999999,9469.498,0.6980936816726452,32092.157202299997,25871.394202299998,0.36602194400324006,4
2022-04-11,TASA4,TAURUS ARMAS,6173,2022-03-15 17:55:37,2021-12-31,118.099545,436.769,973.565,0.7857878877559256,2873.36192985,3310.13092985,0.29411676475411125,5
2022-04-11,GOAU4,GERDAU MET,8656,2022-02-23 07:39:32,2021-12-31,1087.243204,6484.661000000002,20984.569,0.3375798981825967,12709.87305476,19194.534054760003,1.0932575357199719,6
2022-04-11,MRFG3,MARFRIG,20788,2022-03-08 18:33:31,2021-12-31,691.369913,22568.0,12611.143,0.4322430318644014,15175.56959035,37743.56959035,0.3341269290868642,7
2022-04-11,VALE3,VALE,4170,2022-02-24 19:18:54,2021-12-31,5132.458,10472.0,141335.0,0.5042666711917507,482656.35031999997,493128.35031999997,0.2866089526353233,8
2022-04-11,DEXP3,DEXXOS PAR,16632,2022-03-23 08:53:07,2021-12-31,94.013535,251.24800000000005,254.073,0.4085103304124126,714.502866,965.7508660000001,0.26308337786155295,9
2022-04-11,GGBR4,GERDAU,3980,2022-02-23 07:39:08,2021-12-31,1719.658728,7252.827000000001,21023.022,0.3388970249630369,50420.39390496,57673.220904960006,0.3645196448217093,10
2022-04-11,LEVE3,METAL LEVE,8575,2022-03-28 17:45:22,2021-12-31,128.3085,-88.89100000000002,722.621,0.366271255688791,3037.0621950000004,2948.1711950000004,0.2451082220820626,11
2022-04-11,CURY3,CURY S/A,25100,2022-03-24 16:23:07,2021-12-31,291.875088,-300.348,376.368,0.5088221027792345,2183.22565824,1882.87765824,0.19988977953660886,12
2022-04-11,SYNE3,SYN PROP TEC,21040,2022-02-25 00:12:00,2021-12-31,152.644,860.1700000000001,1634.237,0.268649393444644,943.33992,1803.50992,0.906142506829128,13
2022-04-11,LAVV3,LAVVI,25062,2022-03-09 18:22:16,2021-12-31,208.191252,-464.271,176.563,0.2664346303163882,993.0722720399999,528.80127204,0.3338929184471483,14
2022-04-11,ALLD3,ALLIED,25330,2022-03-29 19:13:47,2021-12-31,93.221,-338.125,407.51,0.225703086253471,1382.4674300000001,1044.3424300000001,0.3902072618077961,15
2022-04-11,RANI3,IRANI,2429,2022-02-24 07:33:49,2021-12-31,256.72,386.053,435.824,0.2797615581005179,1653.2768000000003,2039.3298000000004,0.21370942551812852,16
2022-04-11,MLAS3,MULTILASER,26034,2022-03-24 23:45:31,2021-12-31,820.539225,-362.409,778.478,0.2904412337473296,4824.770643,4462.361643,0.1744542603850093,17
2022-04-11,FESA4,FERBASA,3069,2022-03-04 18:20:09,2021-12-31,88.32,-196.923,800.842,0.2619011074498922,3887.8464,3690.9233999999997,0.21697605536869177,18
2022-04-11,SLCE3,SLC AGRICOLA,20745,2022-03-15 23:58:48,2021-12-31,212.422599,2447.979,1913.367,0.3185495655209711,10293.99914754,12741.97814754,0.1501624769596234,19
2022-04-11,EUCA4,EUCATEX,5770,2022-03-30 20:18:52,2021-12-31,92.619,380.81,549.721,0.1907392769047333,928.9685699999999,1309.77857,0.41970529415517926,20
2022-04-11,JBSS3,JBS,20575,2022-03-21 18:41:00,2021-12-31,2373.86657,68033.65,32270.103,0.2372506951592945,91037.78295950001,159071.4329595,0.20286548250442962,21
2022-04-11,PARD3,IHPARDINI,24090,2022-02-10 20:22:26,2021-12-31,130.979,64.27800000000002,359.094,0.2674788473453799,2347.1436800000006,2411.4216800000004,0.14891381419445476,22
2022-04-11,PDTC3,PADTEC,18414,2022-03-15 18:02:05,2021-12-31,78.45,20.338999999999984,55.339,0.2940743484247055,401.66400000000004,422.00300000000004,0.13113413885683275,23
2022-04-11,PTBL3,PORTOBELLO,13773,2022-03-17 22:16:43,2021-12-31,147.53,572.6740000000001,288.741,0.2327916445258817,1313.017,1885.6910000000003,0.15312211809888254,24
2022-04-11,RAPT4,RANDON PART,14109,2022-02-24 19:36:51,2021-12-31,329.331,1812.9349999999995,1100.515,0.1910906856103437,3392.1093000000005,5205.0443,0.21143239837555278,25
2022-04-11,BMOB3,BEMOBI TECH,25500,2022-03-16 22:29:17,2021-12-31,90.909092,-513.733,84.873,1.2897444280714685,1421.8181988800002,908.0851988800002,0.09346369713401267,26
2022-04-11,BLAU3,BLAU,24627,2022-02-21 23:20:48,2021-12-31,179.393939,-548.304,456.624,0.4317920327355878,4859.781807509999,4311.477807509999,0.10590892969566584,27
2022-04-11,ODPV3,ODONTOPREV,20125,2022-02-23 18:10:22,2021-12-31,531.294792,-331.562,507.952,0.7136906239422317,5791.1132328,5459.5512328,0.09303914888614212,28
2022-04-11,BEEF3,MINERVA,20931,2022-02-23 21:43:02,2021-12-31,606.700828,6102.696,2035.418,0.2231268987677639,8251.131260799999,14353.827260799999,0.14180315556386022,29
2022-04-11,JHSF3,JHSF PART,20605,2022-02-24 19:37:23,2021-12-31,686.224353,1099.498,1113.511,0.1688458876917477,4412.42258979,5511.920589789999,0.20201869418485655,30
